% Model:              Анатомическая модель_RPG4.mph
% Version:            COMSOL 6.2.0.339
% Date:               Mar 11 2025, 13:48
% Table:              Table 1 - Point Evaluation 1
% ro_skin (Ω*m)          ro_scull (Ω*m)           ro_brain (Ω*m)           Electric potential (V), Point: 1
1                        275                      4                        23.98976175603937
1.5                      275                      4                        31.90050640594545
2                        275                      4                        37.99537089012428
2.5                      275                      4                        42.70862251412687
3                        275                      4                        46.35546056190451
3.5                      275                      4                        49.169310990955694
4                        275                      4                        51.32633583527084
4.5                      275                      4                        52.959614196645504
5                        275                      4                        54.1754238816801
1                        280                      4                        24.074223830123913
1.5                      280                      4                        32.05737043565392
2                        280                      4                        38.22887785974429
2.5                      280                      4                        43.019127146655336
3                        280                      4                        46.73724861467268
3.5                      280                      4                        49.61736778596503
4                        280                      4                        51.832713494345484
4.5                      280                      4                        53.519798854790395
5                        280                      4                        54.783858592163256
1                        285                      4                        24.156791968525013
1.5                      285                      4                        32.211482282249634
2                        285                      4                        38.46064437079406
2.5                      285                      4                        43.32441833699316
3                        285                      4                        47.11316014733953
3.5                      285                      4                        50.05812451630257
4                        285                      4                        52.33345960525995
4.5                      285                      4                        54.073966574152536
5                        285                      4                        55.384460655769544
1                        290                      4                        24.238567382778008
1.5                      290                      4                        32.363071204878025
2                        290                      4                        38.687597332574626
2.5                      290                      4                        43.62395852709676
3                        290                      4                        47.483759606595626
3.5                      290                      4                        50.49368335507728
4                        290                      4                        52.82847387346422
4.5                      290                      4                        54.62249291068429
5                        290                      4                        55.98029421033024
1                        295                      4                        24.317739317161866
1.5                      295                      4                        32.512291676627115
2                        295                      4                        38.90932888159496
2.5                      295                      4                        43.919861355966574
3                        295                      4                        47.849075257126614
3.5                      295                      4                        50.92366371483854
4                        295                      4                        53.31766869562111
4.5                      295                      4                        55.165267137997375
5                        295                      4                        56.57072354435644
1                        300                      4                        24.394923103483613
1.5                      300                      4                        32.65817103883104
2                        300                      4                        39.12774290336948
2.5                      300                      4                        44.21083016083294
3                        300                      4                        48.20910506627554
3.5                      300                      4                        51.34789121757433
4                        300                      4                        53.8010443615843
4.5                      300                      4                        55.70215972316288
5                        300                      4                        57.15565937925513
1                        305                      4                        24.470954489478757
1.5                      305                      4                        32.8008919821669
2                        305                      4                        39.342581065326115
2.5                      305                      4                        44.497487893936935
3                        305                      4                        48.56375513287881
3.5                      305                      4                        51.76593293131856
4                        305                      4                        54.278898448593395
4.5                      305                      4                        56.23304166888738
5                        305                      4                        57.73578399230371
1                        310                      4                        24.545286528906182
1.5                      310                      4                        32.94112411860878
2                        310                      4                        39.553436017897255
2.5                      310                      4                        44.77887056737846
3                        310                      4                        48.91409406722224
3.5                      310                      4                        52.18102436806643
4                        310                      4                        54.750108550964
4.5                      310                      4                        56.758956437027706
5                        310                      4                        58.30864811726158
1                        315                      4                        24.618107541454727
1.5                      315                      4                        33.077930918272145
2                        315                      4                        39.76038180766669
2.5                      315                      4                        45.05602413779603
3                        315                      4                        49.256934552878334
3.5                      315                      4                        52.58836464374329
4                        315                      4                        55.21768795473187
4.5                      315                      4                        57.27898472160069
5                        315                      4                        58.877226748726144
1                        320                      4                        24.68875392595116
1.5                      320                      4                        33.21334404244044
2                        320                      4                        39.96408385896589
2.5                      320                      4                        45.32894541282354
3                        320                      4                        49.59780259950679
3.5                      320                      4                        52.990796562335305
4                        320                      4                        55.67922502789577
4.5                      320                      4                        57.79319797351019
5                        320                      4                        59.4397860513165
1                        325                      4                        24.760198499787577
1.5                      325                      4                        33.34569364536891
2                        325                      4                        40.165273362142344
2.5                      325                      4                        45.59752874729834
3                        325                      4                        49.932933469704054
3.5                      325                      4                        53.388753183058185
4                        325                      4                        56.134131607458414
4.5                      325                      4                        58.30210295587483
5                        325                      4                        59.99821566279408
1                        330                      4                        24.82867437101426
1.5                      330                      4                        33.47581791276697
2                        330                      4                        40.36102963908306
2.5                      330                      4                        45.86192779332217
3                        330                      4                        50.263239940192975
3.5                      330                      4                        53.78099520391447
4                        330                      4                        56.58458454662116
4.5                      330                      4                        58.80566690039785
5                        330                      4                        60.54865341520079
1                        335                      4                        24.894643930039834
1.5                      335                      4                        33.601777000747944
2                        335                      4                        40.554483056113654
2.5                      335                      4                        46.12254757050614
3                        335                      4                        50.589452301819264
3.5                      335                      4                        54.16850324401926
4                        335                      4                        57.02975270815071
4.5                      335                      4                        59.30366059837755
5                        335                      4                        61.09568719395389
1                        340                      4                        24.960221101774373
1.5                      340                      4                        33.72724487169542
2                        340                      4                        40.74441357985198
2.5                      340                      4                        46.37902030889306
3                        340                      4                        50.90998002489812
3.5                      340                      4                        54.55110930856702
4                        340                      4                        57.46956524466984
4.5                      340                      4                        59.79667265489988
5                        340                      4                        61.63685776843701
1                        345                      4                        25.02509039787769
1.5                      345                      4                        33.850940690167235
2                        345                      4                        40.932072278999016
2.5                      345                      4                        46.63178182740643
3                        345                      4                        51.2264486986558
3.5                      345                      4                        54.92902915819184
4                        345                      4                        57.9044556411653
4.5                      345                      4                        60.283949903657316
5                        345                      4                        62.172877417183344
1                        350                      4                        25.08805789033972
1.5                      350                      4                        33.972034052274395
2                        350                      4                        41.1156378988277
2.5                      350                      4                        46.87990631568324
3                        350                      4                        51.53897264765715
3.5                      350                      4                        55.30164956123957
4                        350                      4                        58.33402944185599
4.5                      350                      4                        60.76712676684414
5                        350                      4                        62.70354650563789
1                        355                      4                        25.149216203418426
1.5                      355                      4                        34.09111352273307
2                        355                      4                        41.29629926146153
2.5                      355                      4                        47.125550873899
3                        355                      4                        51.84709005047647
3.5                      355                      4                        55.66970287130209
4                        355                      4                        58.758819662022574
4.5                      355                      4                        61.24328663844463
5                        355                      4                        63.22916239364997
1                        360                      4                        25.211063270245482
1.5                      360                      4                        34.20661445627219
2                        360                      4                        41.47329422070986
2.5                      360                      4                        47.36673291048099
3                        360                      4                        52.15044140728726
3.5                      360                      4                        56.033415141226556
4                        360                      4                        59.17863973121999
4.5                      360                      4                        61.71661742811
5                        360                      4                        63.74988255297288
1                        365                      4                        25.27021501819059
1.5                      365                      4                        34.32099247956127
2                        365                      4                        41.6510154208794
2.5                      365                      4                        47.604788632350505
3                        365                      4                        52.45017604304772
3.5                      365                      4                        56.392311625393006
4                        365                      4                        59.59358439488108
4.5                      365                      4                        62.183452670854564
5                        365                      4                        64.26523602093633
1                        370                      4                        25.328347817061847
1.5                      370                      4                        34.43375358429371
2                        370                      4                        41.82093079516373
2.5                      370                      4                        47.839172056712286
3                        370                      4                        52.74611719584392
3.5                      370                      4                        56.74724175341828
4                        370                      4                        60.00397580461228
4.5                      370                      4                        62.64574895282834
5                        370                      4                        64.77567919532774
1                        375                      4                        25.385690828489942
1.5                      375                      4                        34.54414587499633
2                        375                      4                        41.99316364940057
2.5                      375                      4                        48.07015208228552
3                        375                      4                        53.03726902025838
3.5                      375                      4                        57.096406456041024
4                        375                      4                        60.40947450564545
4.5                      375                      4                        63.10176751562673
5                        375                      4                        65.2813564689902
1                        380                      4                        25.44206384867187
1.5                      380                      4                        34.65192883766714
2                        380                      4                        42.1600727198565
2.5                      380                      4                        48.29814173229197
3                        380                      4                        53.324899710141466
3.5                      380                      4                        57.44263941450143
4                        380                      4                        60.81018630574195
4.5                      380                      4                        63.55566389955166
5                        380                      4                        65.78179465505343
1                        385                      4                        25.497200040304186
1.5                      385                      4                        34.75981380852343
2                        385                      4                        42.3247102399241
2.5                      385                      4                        48.522294510643064
3                        385                      4                        53.60892812443443
3.5                      385                      4                        57.78396281279544
4                        385                      4                        61.2065846734161
4.5                      385                      4                        64.00344389423105
5                        385                      4                        66.27744082080744
1                        390                      4                        25.551269297220315
1.5                      390                      4                        34.8632122851907
2                        390                      4                        42.4860699074689
2.5                      390                      4                        48.74332793900439
3                        390                      4                        53.88811672425072
3.5                      390                      4                        58.12103125831197
4                        390                      4                        61.59788882868651
4.5                      390                      4                        64.44799444117808
5                        390                      4                        66.76854018254724
1                        395                      4                        25.60453225718367
1.5                      395                      4                        34.96737161615803
2                        395                      4                        42.645041635935385
2.5                      395                      4                        48.96040563512133
3                        395                      4                        54.16535343043299
3.5                      395                      4                        58.45464750309793
4                        395                      4                        61.98575498831684
4.5                      395                      4                        64.88509612951819
5                        395                      4                        67.25442509540562
1                        400                      4                        25.656935379404104
1.5                      400                      4                        35.06834253989078
2                        400                      4                        42.802249625077735
2.5                      400                      4                        49.17607697502332
3                        400                      4                        54.43793483673994
3.5                      400                      4                        58.7836256774346
4                        400                      4                        62.36847086493893
4.5                      400                      4                        65.32019431800825
5                        400                      4                        67.73547171162997
1                        405                      4                        25.708660989927935
1.5                      405                      4                        35.16861396396045
2                        405                      4                        42.95658360109617
2.5                      405                      4                        49.388682190386305
3                        405                      4                        54.70734569571685
3.5                      405                      4                        59.108676873067424
4                        405                      4                        62.747029527437746
4.5                      405                      4                        65.74811406220806
5                        405                      4                        68.21277668720663
1                        410                      4                        25.759053558845487
1.5                      410                      4                        35.266205195627535
2                        410                      4                        43.109356054577844
2.5                      410                      4                        49.59864813376143
3                        410                      4                        54.973240874003324
3.5                      410                      4                        59.43020864560623
4                        410                      4                        63.12222270313265
4.5                      410                      4                        66.17386090330314
5                        410                      4                        68.684794742446
1                        415                      4                        25.808102565661116
1.5                      415                      4                        35.36353775012773
2                        415                      4                        43.25931378333168
2.5                      415                      4                        49.80301497955996
3                        415                      4                        55.23474548155771
3.5                      415                      4                        59.747243898654915
4                        415                      4                        63.49278996432264
4.5                      415                      4                        66.59435390482079
5                        415                      4                        69.15326912618463
1                        420                      4                        25.85670042595367
1.5                      420                      4                        35.4590549340118
2                        420                      4                        43.40644082474732
2.5                      420                      4                        50.00632849315225
3                        420                      4                        55.49752993464334
3.5                      420                      4                        60.0607590205517
4                        420                      4                        63.858541862265525
4.5                      420                      4                        67.00956265000488
5                        420                      4                        69.61539853045016
1                        425                      4                        25.904560837601665
1.5                      425                      4                        35.552167384963596
2                        425                      4                        43.55187918150676
2.5                      425                      4                        50.20651777300267
3                        425                      4                        55.74990903841969
3.5                      425                      4                        60.37057745792583
4                        425                      4                        64.22044053357308
4.5                      425                      4                        67.42174231533554
5                        425                      4                        70.07143313069474
1                        430                      4                        25.952241577050785
1.5                      430                      4                        35.64346326579246
2                        430                      4                        43.696715708516976
2.5                      430                      4                        50.404248240039436
3                        430                      4                        56.001902890082675
3.5                      430                      4                        60.67713634786702
4                        430                      4                        64.5786288311142
4.5                      430                      4                        67.82861517950926
5                        430                      4                        70.52915453160253
1                        435                      4                        25.997661459467807
1.5                      435                      4                        35.73260577837267
2                        435                      4                        43.8373426847685
2.5                      435                      4                        50.59885806530693
3                        435                      4                        56.25194667816885
3.5                      435                      4                        60.979199196042174
4                        435                      4                        64.93259974235448
4.5                      435                      4                        68.23228173600074
5                        435                      4                        70.97863586718952
1                        440                      4                        26.043981618241396
1.5                      440                      4                        35.82412981911314
2                        440                      4                        43.97494784251775
2.5                      440                      4                        50.79127307342041
3                        440                      4                        56.49726743513597
3.5                      440                      4                        61.27841403069124
4                        440                      4                        65.28270748355985
4.5                      440                      4                        68.63171815715882
5                        440                      4                        71.4238876120657
1                        445                      4                        26.08738012242864
1.5                      445                      4                        35.9114070501507
2                        445                      4                        44.114279133510365
2.5                      445                      4                        50.981141531632645
3                        445                      4                        56.74043955056419
3.5                      445                      4                        61.573179289450366
4                        445                      4                        65.62945571742532
4.5                      445                      4                        69.0270759335211
5                        445                      4                        71.86544078243347
1                        450                      4                        26.13173050921315
1.5                      450                      4                        35.997654330939156
2                        450                      4                        44.248212942257126
2.5                      450                      4                        51.168221552384054
3                        450                      4                        56.98024999400286
3.5                      450                      4                        61.86512391277233
4                        450                      4                        65.97196021604842
4.5                      450                      4                        69.41733638824485
5                        450                      4                        72.30251189552163
1                        455                      4                        26.17572395475372
1.5                      455                      4                        36.08371702238807
2                        455                      4                        44.38231818613167
2.5                      455                      4                        51.35299839617616
3                        455                      4                        57.21734112406861
3.5                      455                      4                        62.15656058695512
4                        455                      4                        66.31127084185718
4.5                      455                      4                        69.8054963577348
5                        455                      4                        72.735771047529
1                        460                      4                        26.21735965787218
1.5                      460                      4                        36.1676098784546
2                        460                      4                        44.514347041700375
2.5                      460                      4                        51.53650907775172
3                        460                      4                        57.45403997344411
3.5                      460                      4                        62.44021347254946
4                        460                      4                        66.64630981800073
4.5                      460                      4                        70.18875371105077
5                        460                      4                        73.16435809922794
1                        465                      4                        26.2598877798484
1.5                      465                      4                        36.24937209933107
2                        465                      4                        44.6437909538064
2.5                      465                      4                        51.71637018958751
3                        465                      4                        57.682559234635235
3.5                      465                      4                        62.72210547468873
4                        465                      4                        66.9780614795418
4.5                      465                      4                        70.56810063623075
5                        465                      4                        73.58780235232928
1                        470                      4                        26.30141253567814
1.5                      470                      4                        36.330971326849635
2                        470                      4                        44.772515368881855
2.5                      470                      4                        51.891898194010366
3                        470                      4                        57.909975605081954
3.5                      470                      4                        63.00104697633009
4                        470                      4                        67.30663250355789
4.5                      470                      4                        70.94408288960318
5                        470                      4                        74.00989831838598
1                        475                      4                        26.343013184411284
1.5                      475                      4                        36.411865485083396
2                        475                      4                        44.89819623356739
2.5                      475                      4                        52.068225542695046
3                        475                      4                        58.136298195922336
3.5                      475                      4                        63.27687929177759
4                        475                      4                        67.63107502583946
4.5                      475                      4                        71.31564216059996
5                        475                      4                        74.42755609332403
1                        480                      4                        26.382903229103825
1.5                      480                      4                        36.49092346851492
2                        480                      4                        45.023025393012176
2.5                      480                      4                        52.24101394081936
3                        480                      4                        58.35938835454576
3.5                      480                      4                        63.54975985223075
4                        480                      4                        67.95254167127939
4.5                      480                      4                        71.68373010658655
5                        480                      4                        74.84044826633308
1                        485                      4                        26.42046415122465
1.5                      485                      4                        36.56884305172454
2                        485                      4                        45.14467003454287
2.5                      485                      4                        52.41106104494477
3                        485                      4                        58.57797901561054
3.5                      485                      4                        63.81609241422808
4                        485                      4                        68.27023274806254
4.5                      485                      4                        72.04857802278593
5                        485                      4                        75.24952947054584
1                        490                      4                        26.460481992176916
1.5                      490                      4                        36.64566788559988
2                        490                      4                        45.264922435932064
2.5                      490                      4                        52.58041011506201
3                        490                      4                        58.79707585964137
3.5                      490                      4                        64.08579022954478
4                        490                      4                        68.58462564235322
4.5                      490                      4                        72.40958720971199
5                        490                      4                        75.65527490910608
1                        495                      4                        26.4959888330905
1.5                      495                      4                        36.72119310989483
2                        495                      4                        45.384416550652986
2.5                      495                      4                        52.747170983182315
3                        495                      4                        59.01514677141152
3.5                      495                      4                        64.34883523473897
4                        495                      4                        68.89574155100917
4.5                      495                      4                        72.7669082157966
5                        495                      4                        76.05696023176719
1                        500                      4                        26.535226725166766
1.5                      500                      4                        36.79586707813736
2                        500                      4                        45.50334655701073
2.5                      500                      4                        52.91127570220742
3                        500                      4                        59.22556010274933
3.5                      500                      4                        64.60961824552078
4                        500                      4                        69.20243257908515
4.5                      500                      4                        73.12082272974541
5                        500                      4                        76.45440356737282
1                        40                       4.5                      16.3722640446031
1.5                      40                       4.5                      19.458968839269822
2                        40                       4.5                      21.340771166397857
2.5                      40                       4.5                      22.561264703986005
3                        40                       4.5                      23.391887957523224
3.5                      40                       4.5                      23.98261829216338
4                        40                       4.5                      24.417632984091284
4.5                      40                       4.5                      24.748967137257367
5                        40                       4.5                      25.00862609221511
1                        45                       4.5                      16.676105522744663
1.5                      45                       4.5                      19.878836176807916
2                        45                       4.5                      21.828277083508624
2.5                      45                       4.5                      23.08142783611632
3                        45                       4.5                      23.921673884568776
3.5                      45                       4.5                      24.509733744696234
4                        45                       4.5                      24.933026574815898
4.5                      45                       4.5                      25.247094990567717
5                        45                       4.5                      25.487669597134442
1                        50                       4.5                      16.970712355587004
1.5                      50                       4.5                      20.29583007098804
2                        50                       4.5                      22.317875922237214
2.5                      50                       4.5                      23.610131997362956
3                        50                       4.5                      24.46691852997145
3.5                      50                       4.5                      25.053350923878796
4                        50                       4.5                      25.468726077233384
4.5                      50                       4.5                      25.767189473793294
5                        50                       4.5                      25.988511332546025
1                        55                       4.5                      17.257005681805623
1.5                      55                       4.5                      20.704755422762055
2                        55                       4.5                      22.80726636153767
2.5                      55                       4.5                      24.145235117934746
3                        55                       4.5                      25.022351670290178
3.5                      55                       4.5                      25.614709380718537
4                        55                       4.5                      26.022611659706
4.5                      55                       4.5                      26.31030222646916
5                        55                       4.5                      26.51471005111162
1                        60                       4.5                      17.534799860224183
1.5                      60                       4.5                      21.110514317752
2                        60                       4.5                      23.298179743695727
2.5                      60                       4.5                      24.684834581602487
3                        60                       4.5                      25.589121297763114
3.5                      60                       4.5                      26.190187229017397
4                        60                       4.5                      26.595347074305536
4.5                      60                       4.5                      26.872064922235722
5                        60                       4.5                      27.061327755795105
1                        65                       4.5                      17.805125907266522
1.5                      65                       4.5                      21.509219679446694
2                        65                       4.5                      23.78440862309553
2.5                      65                       4.5                      25.22791697538314
3                        65                       4.5                      26.163358915476152
3.5                      65                       4.5                      26.77808052382872
4                        65                       4.5                      27.18563855106818
4.5                      65                       4.5                      27.453853978897
5                        65                       4.5                      27.630922531055717
1                        70                       4.5                      18.066995694254132
1.5                      70                       4.5                      21.898942781923544
2                        70                       4.5                      24.268137475614978
2.5                      70                       4.5                      25.772544827053622
3                        70                       4.5                      26.74192501090404
3.5                      70                       4.5                      27.37779572056796
4                        70                       4.5                      27.789736268116712
4.5                      70                       4.5                      28.053508538111757
5                        70                       4.5                      28.220627193351376
1                        75                       4.5                      18.320127413525938
1.5                      75                       4.5                      22.28410221127195
2                        75                       4.5                      24.748659140736677
2.5                      75                       4.5                      26.31691011890821
3                        75                       4.5                      27.32930141728535
3.5                      75                       4.5                      27.98406455080277
